Id,MSSubClass,LotArea,Alley,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,GrLivArea,BsmtFullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageFinish,GarageCars,GarageArea,PoolQC,MiscFeature,MoSold,YrSold
641,120,12677,NA,NridgHt,8,5,2003,2004,1218,300,1518,1518,0,1,1,6,1,RFn,2,588,NA,NA,4,2008
642,60,7050,NA,Somerst,7,5,2001,2001,738,319,1057,1929,1,3,1,7,1,Fin,2,650,NA,NA,5,2007
643,80,13860,NA,NAmes,8,7,1972,1995,1410,542,1952,2704,1,4,1,9,3,Fin,2,538,NA,NA,7,2009
644,60,10793,NA,NWAmes,5,5,1969,1969,493,0,780,1620,0,4,1,7,0,Fin,2,462,NA,NA,4,2007
645,20,9187,NA,Somerst,9,5,2009,2009,1121,645,1766,1766,1,2,1,7,1,Fin,3,478,NA,NA,10,2009
646,20,10530,NA,NAmes,6,5,1971,1971,282,664,981,981,1,3,1,5,0,Unf,2,576,NA,NA,3,2007
647,20,7200,NA,NAmes,5,5,1950,1950,0,0,0,1048,0,3,1,7,0,Unf,2,420,NA,NA,7,2008
648,20,10452,NA,Edwards,6,5,1953,1953,500,594,1094,1094,0,3,1,5,2,RFn,2,495,NA,NA,6,2008
649,60,7700,NA,NAmes,6,5,1966,1966,0,756,756,1839,0,4,1,7,1,Unf,2,442,NA,NA,6,2010
650,180,1936,NA,MeadowV,4,6,1970,1970,131,0,630,630,1,1,1,3,0,NA,0,0,NA,NA,12,2007
651,60,8125,NA,Somerst,7,6,2007,2007,0,813,813,1665,0,3,1,7,0,RFn,2,562,NA,NA,5,2008
652,70,9084,NA,Edwards,4,5,1940,1950,0,755,755,1510,1,4,1,7,1,Unf,1,296,NA,NA,10,2009
653,60,8750,NA,CollgCr,7,5,1996,1996,0,880,880,1716,0,2,1,7,1,RFn,2,512,NA,NA,7,2009
654,50,10320,Grvl,IDOTRR,6,7,1906,1995,0,756,756,1469,0,3,1,7,0,Unf,1,216,NA,NA,6,2008
655,20,10437,NA,NoRidge,8,6,1995,1995,1696,413,2109,2113,1,2,1,7,1,Fin,3,839,NA,NA,8,2008
656,160,1680,NA,BrDale,6,5,1971,1971,0,525,525,1092,0,3,1,6,0,Unf,1,264,NA,NA,3,2010
657,20,10007,NA,NAmes,5,7,1959,2006,806,247,1053,1053,1,3,1,5,0,RFn,1,312,NA,NA,8,2008
658,70,7200,NA,Crawfor,7,6,1931,2000,0,776,776,1502,0,3,1,6,1,RFn,1,270,NA,NA,2,2008
659,50,17503,NA,NAmes,6,5,1948,1950,0,912,912,1458,0,3,1,6,1,Unf,1,330,NA,NA,1,2010
660,20,9937,NA,Edwards,5,7,1964,1999,637,849,1486,1486,1,3,1,7,0,Fin,2,480,NA,NA,3,2009
661,60,12384,NA,NWAmes,7,7,1976,1976,0,793,793,1935,0,3,1,7,1,RFn,2,550,NA,NA,11,2007
662,60,46589,NA,NoRidge,8,7,1994,2005,1361,88,1629,2448,1,4,1,8,1,RFn,3,711,NA,NA,7,2009
663,20,13560,NA,NAmes,6,3,1968,1968,0,1392,1392,1392,1,2,1,5,2,RFn,2,576,NA,NA,7,2009
664,85,10012,NA,Edwards,4,5,1972,1972,920,38,1138,1181,1,3,1,6,0,RFn,2,588,NA,NA,4,2008
665,20,20896,NA,Somerst,8,5,2005,2006,1721,356,2077,2097,1,1,1,8,1,Fin,3,1134,NA,NA,1,2006
666,60,11194,NA,Gilbert,8,5,2000,2000,0,1406,1406,1936,0,3,1,7,1,RFn,2,504,NA,NA,11,2006
667,60,18450,NA,NAmes,6,5,1965,1979,187,111,1021,2380,0,3,1,7,1,Unf,2,596,NA,NA,8,2007
668,20,8125,NA,SawyerW,6,5,1994,1998,1138,270,1408,1679,1,3,1,7,1,RFn,2,575,NA,NA,10,2008
669,20,14175,NA,Sawyer,5,6,1956,1987,988,200,1188,1437,1,3,1,6,1,Unf,2,576,NA,NA,11,2006
670,30,11600,NA,Crawfor,4,5,1922,1950,0,700,700,1180,0,2,1,5,1,Unf,1,252,NA,NA,7,2006
671,60,8633,NA,CollgCr,6,5,2005,2005,193,545,738,1476,1,3,1,7,0,Fin,2,540,NA,NA,2,2009
672,70,6629,NA,Edwards,6,6,1925,1950,551,121,672,1369,1,3,1,6,0,Unf,1,300,NA,NA,7,2009
673,20,11250,NA,Veenker,6,6,1977,1977,767,441,1208,1208,1,3,1,6,1,RFn,2,546,NA,NA,6,2006
674,20,14442,NA,Crawfor,6,7,1957,2004,1186,291,1477,1839,1,3,1,7,2,Fin,2,416,NA,NA,6,2007
675,20,9200,NA,NAmes,6,6,1965,1965,892,244,1136,1136,1,3,1,5,1,RFn,1,384,NA,NA,7,2008
676,160,2289,NA,NPkVill,6,6,1978,1978,311,544,855,1441,0,3,1,7,1,Unf,2,440,NA,NA,4,2009
677,70,9600,Grvl,OldTown,4,2,1900,1950,0,1095,1095,1774,1,4,2,8,0,Unf,3,779,NA,NA,5,2006
678,30,9022,NA,OldTown,5,8,1924,2006,0,768,768,792,0,2,1,5,0,Unf,1,240,NA,NA,5,2009
679,20,11844,NA,StoneBr,8,5,2008,2008,0,2046,2046,2046,0,3,1,7,1,Fin,3,834,NA,NA,7,2009
680,20,9945,NA,Sawyer,5,5,1961,1961,827,161,988,988,1,3,1,5,0,Unf,2,572,NA,NA,10,2007
681,120,8012,NA,SawyerW,6,5,1980,1980,543,261,923,923,0,2,1,5,1,RFn,1,264,NA,NA,5,2010
682,50,4500,Pave,SWISU,5,5,1932,2000,182,611,793,1520,0,3,1,6,0,Unf,1,281,NA,NA,7,2009
683,120,2887,NA,ClearCr,6,5,1996,1997,1003,288,1291,1291,1,2,1,6,1,Unf,2,431,NA,NA,11,2008
684,20,11248,NA,CollgCr,9,5,2002,2002,1059,567,1626,1668,1,3,1,7,1,Fin,3,702,NA,NA,7,2007
685,60,16770,NA,NoRidge,7,5,1998,1998,0,1195,1195,1839,0,4,1,7,0,Fin,2,486,NA,NA,6,2010
686,160,5062,NA,StoneBr,7,5,1984,1984,828,180,1190,2090,1,3,1,6,1,Fin,2,577,NA,NA,9,2007
687,60,10207,NA,Somerst,7,6,2007,2007,0,874,874,1761,0,3,1,7,0,Fin,2,578,NA,NA,8,2007
688,160,5105,NA,Somerst,7,5,2004,2004,239,312,551,1102,0,2,1,4,0,Unf,2,480,NA,NA,3,2007
689,20,8089,NA,StoneBr,8,6,2007,2007,945,474,1419,1419,1,2,1,7,1,RFn,2,567,NA,NA,10,2007
690,120,7577,NA,NridgHt,6,5,2005,2006,20,1342,1362,1362,0,2,1,6,1,RFn,2,460,NA,NA,6,2007
691,120,4426,NA,CollgCr,6,5,2004,2004,697,151,848,848,1,1,1,3,1,RFn,2,420,NA,NA,5,2008
692,60,21535,NA,NoRidge,10,6,1994,1995,1455,989,2444,4316,0,4,1,10,2,Fin,3,832,NA,NA,1,2007
693,60,26178,NA,Timber,7,5,1989,1990,965,245,1210,2519,1,4,1,9,2,RFn,2,628,NA,NA,4,2006
694,30,5400,NA,OldTown,5,6,1921,1968,0,1073,1073,1073,0,2,1,4,0,Unf,1,326,NA,NA,12,2006
695,50,6120,NA,BrkSide,5,6,1936,1950,0,927,927,1539,0,3,1,5,0,Unf,2,576,NA,NA,4,2009
696,20,13811,NA,Timber,6,6,1987,1987,980,92,1112,1137,1,2,1,5,1,Unf,2,551,NA,NA,7,2006
697,30,6000,NA,BrkSide,5,7,1921,1950,616,0,616,616,0,2,1,4,0,Unf,1,205,NA,NA,6,2006
698,20,6420,NA,Edwards,5,7,1952,1952,210,219,980,1148,0,2,1,6,0,Unf,1,308,NA,NA,9,2006
699,20,8450,NA,Sawyer,5,8,1965,2009,553,224,894,894,1,3,1,5,1,Unf,1,336,NA,NA,4,2010
700,120,4282,Pave,Somerst,7,5,2004,2004,16,1375,1391,1391,0,2,1,5,0,RFn,2,530,NA,NA,7,2008
701,20,14331,NA,Timber,8,5,2002,2002,1274,526,1800,1800,1,3,1,7,1,Fin,3,765,NA,NA,5,2006
702,20,9600,NA,NWAmes,7,5,1969,1969,0,1164,1164,1164,0,3,1,6,0,Unf,2,528,NA,NA,7,2006
703,60,12438,NA,StoneBr,8,5,2006,2006,0,1234,1234,2576,0,4,1,10,1,Fin,3,666,NA,NA,7,2006
704,190,7630,NA,OldTown,5,9,1900,1996,0,360,360,1812,0,4,2,8,1,Unf,2,672,NA,NA,5,2010
705,20,8400,NA,CollgCr,7,5,2004,2005,712,761,1473,1484,1,3,1,7,0,RFn,2,606,NA,NA,5,2010
706,190,5600,NA,IDOTRR,4,5,1930,1950,0,0,0,1092,0,3,2,7,0,NA,0,0,NA,Othr,7,2010
707,20,115149,NA,ClearCr,7,5,1971,2002,1219,424,1643,1824,1,2,1,5,2,Unf,2,739,NA,NA,6,2007
708,120,6240,NA,NridgHt,8,5,2006,2006,863,461,1324,1324,1,2,1,6,1,Fin,2,550,NA,NA,12,2009
709,60,9018,NA,Gilbert,7,5,2007,2007,0,728,728,1456,0,3,1,8,1,Fin,2,400,NA,NA,7,2007
710,20,7162,NA,Sawyer,5,7,1966,1966,0,876,876,904,0,3,1,6,0,Unf,1,408,NA,NA,12,2008
711,30,4130,NA,BrkSide,3,6,1935,2003,0,270,270,729,0,2,1,5,0,NA,0,0,NA,NA,7,2008
712,50,8712,Pave,IDOTRR,4,7,1900,1950,0,859,859,1178,0,2,1,7,0,RFn,1,384,NA,NA,1,2010
713,120,4671,NA,StoneBr,8,5,1988,1989,767,461,1228,1228,1,2,1,5,1,Fin,2,472,NA,NA,10,2008
714,190,9873,NA,BrkSide,4,5,1970,1970,789,171,960,960,1,3,1,6,0,Unf,2,576,NA,NA,5,2006
715,60,13517,NA,Sawyer,6,8,1976,2005,533,192,725,1479,0,3,1,6,0,RFn,2,475,NA,NA,3,2010
716,20,10140,NA,NWAmes,6,5,1974,1974,0,1064,1064,1350,0,3,1,7,1,RFn,2,478,NA,NA,8,2009
717,70,10800,Grvl,OldTown,7,8,1890,1998,0,718,718,2554,0,3,1,8,0,Unf,2,704,NA,NA,7,2007
718,20,10000,NA,NWAmes,5,6,1973,2000,1084,92,1176,1178,0,3,1,5,1,Unf,2,439,NA,NA,11,2008
719,60,10542,NA,NoRidge,7,5,1993,1994,1173,138,1311,2418,1,3,1,9,1,RFn,3,983,NA,NA,8,2008
720,20,9920,NA,CollgCr,5,6,1969,1969,523,448,971,971,0,3,1,5,1,Unf,1,300,NA,NA,5,2006
721,120,6563,NA,StoneBr,8,5,1985,1985,1148,594,1742,1742,1,2,1,5,1,RFn,2,564,NA,NA,12,2006
722,120,4426,NA,CollgCr,6,5,2004,2004,662,186,848,848,1,1,1,3,0,RFn,2,420,NA,NA,5,2010
723,20,8120,NA,NAmes,4,7,1970,1970,191,673,864,864,0,3,1,5,0,Unf,2,463,NA,NA,7,2009
724,50,8172,NA,Edwards,4,6,1954,1972,0,941,941,1470,0,4,1,7,0,Unf,1,548,NA,NA,5,2008
725,20,13286,NA,Edwards,9,5,2007,2008,1234,464,1698,1698,1,3,1,8,1,Fin,3,768,NA,NA,2,2009
726,20,6960,NA,NAmes,4,6,1970,1970,375,250,864,864,0,3,1,5,0,Unf,2,660,NA,Shed,11,2009
727,20,21695,NA,Crawfor,6,9,1988,2007,808,72,880,1680,1,3,1,5,1,Fin,2,540,NA,NA,12,2009
728,20,7314,NA,CollgCr,7,5,2007,2007,724,508,1232,1232,1,2,1,6,0,RFn,2,632,NA,NA,2,2009
729,90,11475,NA,NAmes,5,5,1958,1958,0,1584,1584,1776,1,4,2,9,0,Unf,3,888,NA,NA,7,2009
730,30,6240,Grvl,IDOTRR,4,5,1925,1950,152,628,780,1208,0,2,1,5,0,Unf,2,539,NA,NA,1,2009
731,120,5389,NA,StoneBr,8,5,1995,1996,1180,415,1595,1616,1,2,1,5,1,RFn,2,608,NA,NA,3,2010
732,80,9590,NA,Timber,7,5,2003,2003,786,82,868,1146,1,3,1,6,1,Fin,2,438,NA,NA,5,2007
733,60,11404,NA,CollgCr,7,5,1998,1999,252,901,1153,2031,0,3,1,8,1,Fin,2,541,NA,NA,7,2008
734,20,10000,NA,Sawyer,5,6,1961,1983,594,270,864,1144,1,3,1,6,1,RFn,1,264,NA,Shed,3,2009
735,20,8978,NA,Sawyer,5,5,1968,1968,0,948,948,948,0,3,1,6,0,Unf,1,300,NA,NA,5,2007
736,75,10800,NA,OldTown,7,7,1914,1970,390,490,880,1768,0,2,1,6,2,Unf,2,320,NA,NA,10,2006
737,90,8544,NA,NAmes,3,4,1950,1950,0,0,0,1040,0,2,2,6,0,Unf,2,400,NA,NA,7,2006
738,60,10463,NA,Gilbert,8,5,2005,2005,0,893,893,1801,0,3,1,8,1,Fin,3,800,NA,NA,6,2006
739,90,10800,NA,Edwards,5,5,1987,1988,1200,0,1200,1200,3,3,1,5,0,NA,0,0,NA,NA,3,2009
740,60,9313,NA,CollgCr,7,5,2004,2004,0,864,864,1728,0,3,1,7,0,RFn,2,572,NA,NA,4,2009
741,70,9600,Grvl,OldTown,5,7,1910,2002,0,264,264,1432,0,2,1,7,0,Unf,2,360,NA,NA,5,2007
742,20,6768,NA,Sawyer,6,8,1961,1996,832,80,912,912,1,3,1,5,0,Unf,1,288,NA,NA,5,2008
743,20,8450,NA,SawyerW,7,5,2000,2001,0,1349,1349,1349,0,3,1,6,0,Unf,2,539,NA,NA,12,2007
744,80,12886,NA,Sawyer,5,6,1963,1999,444,76,520,1464,0,3,1,6,1,RFn,2,480,NA,NA,10,2009
745,120,5395,NA,StoneBr,8,5,1993,1993,733,604,1337,1337,1,2,1,5,1,RFn,2,462,NA,NA,10,2008
746,60,8963,NA,NWAmes,8,9,1976,1996,575,487,1142,2715,0,4,1,11,2,Fin,2,831,NA,NA,7,2008
747,60,8795,NA,Gilbert,7,5,2000,2000,300,652,952,2256,0,4,1,8,1,Fin,2,554,NA,NA,4,2009
748,70,11700,Pave,OldTown,7,7,1880,2003,0,1240,1240,2640,0,4,1,8,1,Unf,4,864,NA,NA,5,2009
749,20,10593,NA,NoRidge,7,5,1996,1996,919,801,1720,1720,1,3,1,7,1,Fin,2,527,NA,NA,3,2010
750,50,8405,NA,Edwards,4,3,1945,1950,0,0,0,1529,0,4,1,9,0,Unf,1,240,NA,NA,4,2009
751,50,8800,Grvl,OldTown,4,7,1910,2004,0,576,576,1140,0,3,1,7,0,NA,0,0,NA,NA,6,2010
752,60,7750,NA,Gilbert,7,5,2003,2003,0,660,660,1320,0,3,1,6,0,Fin,2,400,NA,NA,8,2007
753,20,9236,NA,CollgCr,6,5,1997,1997,1200,279,1479,1494,1,3,1,6,0,RFn,2,576,NA,NA,7,2006
754,60,10240,NA,NridgHt,8,5,2005,2005,0,1030,1030,2098,0,3,1,8,1,RFn,3,878,NA,NA,3,2006
755,20,7930,NA,NAmes,6,8,1969,2005,439,115,1026,1026,1,3,1,5,0,RFn,2,440,NA,NA,7,2009
756,160,3230,Pave,Somerst,6,5,1999,1999,381,348,729,1471,0,3,1,6,0,Unf,2,440,NA,NA,3,2009
757,60,10769,NA,CollgCr,8,5,2007,2007,20,846,866,1768,0,3,1,7,0,RFn,2,578,NA,NA,4,2009
758,60,11616,NA,Sawyer,6,5,1978,1978,438,234,672,1386,0,3,1,6,1,Fin,2,440,NA,NA,4,2010
759,160,2280,Pave,Somerst,7,5,1999,1999,549,195,744,1501,0,3,1,6,0,Unf,2,440,NA,NA,8,2008
760,60,12257,NA,NoRidge,8,5,1995,1995,56,1198,1318,2531,0,4,1,9,1,RFn,3,752,NA,NA,11,2007
761,20,9100,NA,NAmes,6,6,1959,1959,612,252,864,864,0,2,1,5,0,Unf,1,300,NA,Shed,10,2009
762,30,6911,NA,BrkSide,5,5,1924,1950,405,740,1145,1301,0,2,1,5,0,Unf,2,440,NA,NA,10,2009
763,60,8640,NA,Somerst,7,5,2009,2009,24,732,756,1547,0,3,1,7,0,Unf,2,614,NA,NA,6,2010
764,60,9430,NA,NoRidge,8,5,1999,1999,1163,89,1252,2365,1,3,1,8,1,RFn,3,856,NA,NA,7,2009
765,120,9549,NA,Veenker,8,5,1995,1996,437,0,1494,1494,1,2,1,6,1,Fin,2,481,NA,NA,4,2006
766,20,14587,NA,Somerst,9,5,2008,2008,0,1498,1498,1506,0,2,1,6,1,Fin,2,592,NA,NA,8,2008
767,60,10421,NA,NWAmes,7,5,1988,1988,394,586,980,1714,0,3,1,7,1,Unf,2,496,NA,Shed,3,2010
768,50,12508,NA,Mitchel,6,7,1940,1985,660,323,983,1750,1,4,1,7,0,Unf,1,423,NA,Shed,7,2008
769,20,9100,NA,CollgCr,7,5,2004,2005,24,1836,1860,1836,0,3,1,8,1,Fin,2,484,NA,NA,10,2006
770,60,53504,NA,StoneBr,8,5,2003,2003,1416,234,1650,3279,1,4,1,12,1,Fin,3,841,NA,NA,6,2010
771,85,7252,NA,Sawyer,5,5,1982,1982,685,173,858,858,1,2,1,5,0,Unf,2,576,NA,NA,4,2009
772,20,8877,NA,Edwards,4,5,1951,1951,836,0,836,1220,0,2,1,6,0,Unf,2,396,NA,NA,4,2006
773,80,7819,NA,Edwards,6,5,1976,1976,422,480,1029,1117,1,3,1,6,1,Unf,2,672,NA,NA,3,2010
774,20,10150,NA,NAmes,5,5,1958,1958,456,456,912,912,0,2,1,5,0,RFn,1,275,NA,NA,7,2007
775,20,14226,NA,NridgHt,8,5,2006,2006,0,1935,1935,1973,0,3,1,9,1,Fin,3,895,NA,NA,7,2007
776,120,4500,NA,Mitchel,6,5,1998,1998,866,338,1204,1204,1,2,1,5,0,Fin,2,412,NA,NA,6,2009
777,20,11210,NA,CollgCr,7,5,2005,2006,20,1594,1614,1614,0,3,1,7,0,RFn,3,865,NA,NA,7,2006
778,20,13350,NA,Sawyer,5,5,1974,1974,762,102,864,894,1,3,1,5,1,Unf,2,440,NA,NA,6,2006
779,90,8400,NA,SawyerW,5,5,1977,1977,0,0,0,2020,0,4,2,10,2,Unf,2,630,NA,NA,10,2007
780,90,10530,NA,Mitchel,6,5,1977,1977,975,0,975,1004,1,2,1,4,0,Unf,2,504,NA,NA,5,2006
781,20,7875,NA,Gilbert,7,5,1995,1996,0,1237,1237,1253,0,3,1,6,1,Fin,2,402,NA,NA,6,2007
782,60,7153,NA,SawyerW,6,5,1992,1992,387,374,761,1603,0,3,1,7,0,RFn,2,484,NA,NA,7,2006
783,20,16285,NA,CollgCr,7,5,2001,2002,0,1413,1413,1430,0,3,1,6,0,RFn,2,605,NA,NA,6,2009
784,85,9101,NA,Mitchel,5,6,1978,1978,1097,0,1097,1110,1,1,1,4,1,Fin,2,602,NA,NA,7,2009
785,75,6300,Grvl,OldTown,6,6,1914,2001,0,742,742,1484,0,3,1,9,1,NA,0,0,NA,NA,6,2008
786,20,9790,NA,NWAmes,6,5,1967,1967,251,491,1372,1342,0,3,1,7,1,Unf,2,457,NA,NA,9,2009
787,50,10800,NA,OldTown,5,6,1915,1950,686,0,686,1652,1,4,1,7,0,Unf,1,416,NA,Shed,6,2010
788,60,10142,NA,SawyerW,7,5,2004,2004,656,300,956,2084,1,4,1,8,0,RFn,2,618,NA,NA,1,2010
789,20,6000,NA,OldTown,4,7,1954,2000,0,901,901,901,0,2,1,4,0,Unf,1,281,NA,NA,8,2008
790,60,12205,NA,ClearCr,6,8,1966,2007,568,264,832,2087,0,5,1,9,0,Fin,2,444,NA,NA,7,2007
791,120,3182,NA,Blmngtn,7,5,2005,2006,16,1129,1145,1145,0,2,1,5,1,Fin,2,397,NA,NA,9,2009
792,80,11333,NA,Mitchel,6,5,1976,1976,539,490,1029,1062,1,3,1,5,2,RFn,2,539,NA,NA,5,2007
793,60,9920,NA,NoRidge,7,5,1996,1997,862,255,1117,2013,1,3,1,8,1,Unf,2,455,NA,NA,6,2007
794,20,9158,NA,Somerst,8,5,2007,2007,0,1496,1496,1496,0,3,1,7,0,Fin,2,474,NA,NA,6,2007
795,60,10832,NA,Gilbert,7,5,1994,1996,0,712,712,1895,0,3,1,7,1,Fin,2,409,NA,Shed,10,2008
796,60,8400,NA,SawyerW,6,6,1980,1981,0,650,650,1564,0,3,1,7,1,Unf,2,476,NA,NA,4,2010
797,20,8197,NA,Sawyer,6,5,1977,1977,0,660,660,1285,0,3,1,7,1,RFn,2,528,NA,NA,4,2007
798,20,7677,NA,NAmes,5,5,1953,1953,570,203,773,773,0,2,1,4,0,Unf,1,240,NA,NA,4,2008
799,60,13518,NA,NridgHt,9,5,2008,2009,0,1926,1926,3140,0,4,1,11,2,Fin,3,820,NA,NA,7,2009
800,50,7200,NA,SWISU,5,7,1937,1950,569,162,731,1768,1,3,1,7,2,Unf,1,240,NA,NA,6,2007
801,60,12798,NA,ClearCr,6,5,1997,1997,462,154,616,1688,1,4,1,8,0,RFn,2,603,NA,Shed,5,2008
802,30,4800,NA,IDOTRR,4,7,1916,1990,197,999,1196,1196,1,2,1,5,0,Unf,2,440,NA,NA,7,2007
803,60,8199,NA,CollgCr,7,5,2005,2005,648,80,728,1456,1,3,1,7,1,Fin,2,410,NA,NA,10,2008
804,60,13891,NA,NridgHt,9,5,2008,2009,0,1734,1734,2822,0,4,1,12,1,RFn,3,1020,NA,NA,1,2009
805,20,9000,NA,NAmes,5,5,1954,1954,812,124,936,1128,0,2,1,5,0,Unf,1,286,NA,NA,6,2006
806,20,12274,NA,Somerst,7,5,2008,2008,0,1417,1417,1428,0,3,1,6,0,RFn,2,554,NA,NA,7,2008
807,80,9750,NA,NAmes,5,5,1967,1967,400,100,980,980,0,3,1,6,0,Fin,1,384,NA,NA,10,2006
808,70,21384,NA,BrkSide,5,6,1923,2004,1309,15,1324,1576,2,3,1,6,1,RFn,2,528,NA,NA,5,2009
809,80,13400,NA,NAmes,5,5,1966,1966,516,380,1024,1086,1,3,1,6,1,RFn,2,484,NA,NA,6,2006
810,75,8100,NA,OldTown,5,5,1898,1965,0,849,849,2138,0,2,3,11,0,Unf,2,360,NA,NA,11,2009
811,20,10140,NA,NWAmes,6,6,1974,1999,663,0,1040,1309,1,3,1,5,1,RFn,2,484,Fa,NA,1,2006
812,120,4438,NA,CollgCr,6,5,2004,2004,662,186,848,848,1,1,1,4,1,Fin,2,420,NA,NA,6,2008
813,20,8712,NA,IDOTRR,5,5,1952,1952,0,540,540,1044,0,2,1,4,0,Unf,2,504,NA,Shed,6,2010
814,20,9750,NA,NAmes,6,6,1958,1958,608,834,1442,1442,0,4,1,7,0,RFn,1,301,NA,Shed,4,2007
815,50,8248,Grvl,Edwards,5,7,1918,1950,0,686,686,1250,0,3,1,7,0,Unf,1,280,NA,NA,7,2006
816,20,12137,NA,CollgCr,7,5,1998,1998,0,1649,1649,1661,0,3,1,6,0,RFn,2,598,NA,NA,5,2010
817,20,11425,NA,NAmes,5,6,1954,1954,486,522,1008,1008,0,2,1,4,1,RFn,1,275,NA,NA,7,2006
818,20,13265,NA,Mitchel,8,5,2002,2002,1218,350,1568,1689,1,3,1,7,2,RFn,3,857,NA,NA,7,2008
819,80,8816,NA,ClearCr,6,7,1971,1971,504,506,1010,1052,1,3,1,6,0,Unf,2,440,NA,NA,6,2010
820,120,6371,NA,NridgHt,7,5,2009,2010,733,625,1358,1358,1,2,1,6,1,RFn,2,484,NA,NA,6,2010
821,60,7226,NA,CollgCr,7,5,2003,2003,0,798,798,1640,0,3,1,6,0,RFn,2,595,NA,NA,6,2008
822,20,6000,Pave,OldTown,4,4,1953,1953,0,936,936,936,0,2,1,4,0,Unf,2,576,NA,NA,2,2009
823,60,12394,NA,Gilbert,7,5,2003,2003,0,847,847,1733,0,3,1,7,1,Fin,2,433,NA,NA,10,2007
824,50,9900,NA,SWISU,6,7,1940,1950,0,778,778,1489,0,3,1,7,1,Unf,1,240,NA,NA,7,2009
825,20,11216,NA,Somerst,8,5,2006,2006,0,1489,1489,1489,0,3,1,7,1,RFn,2,776,NA,NA,6,2006
826,20,14803,NA,NridgHt,10,5,2007,2008,1636,442,2078,2084,1,2,1,7,1,Fin,3,1220,NA,NA,6,2008
827,45,6130,NA,BrkSide,5,6,1924,1950,784,0,784,784,1,2,1,5,0,NA,0,0,NA,NA,5,2008
828,20,8529,NA,SawyerW,7,5,2001,2001,20,1434,1454,1434,0,3,1,6,1,RFn,2,527,NA,NA,4,2009
829,60,28698,NA,ClearCr,5,5,1967,1967,249,0,1013,2126,0,3,1,7,0,Fin,2,538,NA,NA,6,2009
830,160,2544,Pave,Somerst,7,5,2005,2005,0,600,600,1223,0,2,1,4,0,RFn,2,480,NA,NA,7,2006
831,20,11900,NA,NAmes,6,5,1957,1957,1040,352,1392,1392,1,3,1,6,2,RFn,2,458,NA,NA,6,2008
832,160,3180,Pave,Somerst,7,5,2005,2005,0,600,600,1200,0,2,1,4,0,RFn,2,480,NA,NA,6,2006
833,60,9548,NA,CollgCr,7,6,2003,2003,483,458,941,1829,1,3,1,7,1,RFn,2,613,NA,NA,1,2010
834,20,10004,NA,NAmes,6,6,1964,1964,196,975,1516,1516,0,3,1,6,0,RFn,2,472,NA,NA,2,2009
835,20,7875,NA,NAmes,5,6,1961,1961,572,572,1144,1144,1,3,1,6,0,Unf,2,456,NA,NA,9,2008
836,20,9600,NA,Sawyer,4,7,1950,1995,442,625,1067,1067,0,2,1,4,0,Unf,2,436,NA,NA,2,2010
837,30,8100,Pave,OldTown,5,6,1948,1973,338,1221,1559,1559,1,2,1,5,0,Unf,2,812,NA,NA,6,2007
838,160,1680,NA,BrDale,6,5,1973,1973,330,153,483,987,1,2,1,5,0,Unf,1,264,NA,NA,11,2008
839,20,9525,NA,CollgCr,5,6,1995,2006,0,1099,1099,1099,0,3,1,6,0,Unf,1,352,NA,NA,6,2008
840,50,11767,NA,Edwards,5,6,1946,1995,352,416,768,1200,0,3,1,6,0,Unf,1,240,NA,NA,5,2008
841,70,12155,NA,SWISU,6,8,1925,1950,156,516,672,1482,0,4,1,7,0,Unf,1,400,NA,NA,3,2008
842,70,10440,Grvl,OldTown,5,8,1904,2002,0,650,650,1539,0,3,1,8,1,Unf,2,686,NA,NA,6,2008
843,80,9020,NA,NAmes,6,7,1966,1966,312,276,1127,1165,1,3,1,6,0,RFn,2,490,NA,NA,5,2008
844,90,8000,NA,NAmes,5,4,1961,1961,0,1800,1800,1800,0,6,2,10,0,NA,0,0,NA,NA,7,2007
845,50,12665,Grvl,OldTown,5,8,1915,1950,0,876,876,1416,0,4,1,7,1,Unf,3,720,NA,NA,6,2008
846,85,16647,NA,Sawyer,5,5,1975,1981,1390,0,1390,1701,1,3,1,6,2,Fin,2,611,NA,NA,1,2007
847,60,9317,NA,SawyerW,7,5,1993,1993,513,227,740,1775,1,3,1,7,1,Unf,2,425,NA,NA,7,2009
848,20,15523,NA,CollgCr,5,6,1972,1972,460,404,864,864,1,3,1,5,1,Unf,1,338,NA,NA,8,2009
849,50,45600,NA,ClearCr,6,8,1908,1997,0,907,907,2358,0,5,1,10,1,Unf,2,360,NA,NA,9,2008
850,80,9600,NA,Veenker,6,7,1976,1994,0,528,528,1855,0,3,1,7,1,RFn,2,512,NA,NA,8,2007
851,120,4435,NA,CollgCr,6,5,2003,2003,659,189,848,848,1,1,1,3,0,Fin,2,420,NA,NA,11,2007
852,120,3196,NA,Blmngtn,8,5,2003,2003,0,1273,1273,1456,0,2,1,7,1,Fin,2,400,NA,NA,5,2006
853,75,7128,NA,Crawfor,7,5,1941,1950,364,554,918,1646,0,4,1,7,2,Unf,1,240,NA,NA,8,2007
854,80,12095,NA,NAmes,6,6,1964,1964,564,563,1127,1445,0,3,1,7,1,RFn,2,645,NA,NA,8,2009
